 Text, Selected_text,Sentiments
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,stuff week feel better,1
using yahoo pipes to combine feeds - doable & reliable I guess,guess,1
sometimes spam leaks in to the message board.,sometimes spam leaks in to the message board.,0
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,thats maybe thats cat,2
 no cuz i feel the same way...., no cuz i feel the same way....,0
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",ugh tired already,2
"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it`s time for the review  /Patrick","Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it`s time for the review  /Patrick",0
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",LOVE guys wait curious,1
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,nice blog since done least half,1
Chirstina said shes gunna twitter more ...no more partners,Chirstina said shes gunna twitter more ...no more partners,0
 Some of yr coworkers hogging the jukebox @ Union Jacks., Some of yr coworkers hogging the jukebox @ Union Jacks.,0
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",love youre amazing come love,1
Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,0
Enjoying the cool breeze at the beach. It helps me relax and unwind.,Enjoying cool beach helps,1
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,dance like seriously best thing haha,1
'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,0
" no, New orleans.. been here since katrina .."," no, New orleans.. been here since katrina ..",0
"i cant believe that its already friday! omg, what had i done?!",believe already friday omg done,2
Alix`s graduation party!,Alix`s graduation party!,0
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,fantastic first sleep,1
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,love song knew,1
 How did you swing those? We didn`t get that close., How did you swing those? We didn`t get that close.,0
sucks that i don`t have a drawing tablet!,sucks,2
Only a month left of high school! Thank God. I am ready for summer,month left high school Thank God ready summer,1
#musicmonday Nicest Thing from Kate Nash,Thing,1
i just need to sleep,i just need to sleep,0
 lucky e went!  jealous!,lucky went jealous,2
Lately i`ve been waking up with the sun in my face but not today..,Lately i`ve been waking up with the sun in my face but not today..,0
_x it`s only on in glasgow,_x it`s only on in glasgow,0
"ha, the first request for sending a paper copy of my thesis","ha, the first request for sending a paper copy of my thesis",0
not looking forward to driving in this storm.,looking forward driving,2
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",omg fun house sending link,1
 imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny, imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,0
 thanks man!  I appreciate it!  You rock sir.,man appreciate rock,1
wants new hair now! Just so frank won`t talk to me,wants new hair now! Just so frank won`t talk to me,0
want to see him so badly,badly,2
"  i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.","  i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",0
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,0
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,sick years OMG sucks bad full,2
..where is the song?,..where is the song?,0
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",Working keep away,2
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,funny plus enjoyed Tweet Love,1
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",ELLE EST BONNE SA MERE,1
my day has been so crappy that i just want to cry.,crappy cry,2
 i have 2 friends going  so jealous,friends jealous,2
sad that will have to leave my beautiful apartment,sad that will have to leave my beautiful apartment,0
is still craving for a cheeseburger.,is still craving for a cheeseburger.,0
 you dont say, you dont say,0
Having a cup of tea  I have a cold so it`s tasting really good!,tea cold good,1
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",Never good actually read better,1
 make it full girl 120%, make it full girl 120%,0
 heyy.  how are you?, heyy.  how are you?,0
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,good Anyone lol,2
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,LOL Wow Thats good Haha believe,1
just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,0
 Will have to it`s only across the water and all. Just damned expensive,water expensive,2
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",Guess gonna try thing since kids havent yet week sure wont,2
and so another week begins. this one has got to be better than the last,another week better,1
 im following you! im following you! im sorry!  ahhahah i missed you!,following following sorry missed,2
_bear i like you,like,1
ugh i need a job but no one is hiring,ugh job,2
On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,0
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,wanna Id rather lady friends,2
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,Internet could take hours done,2
 when i have to make a decision like that i always choose Black....., when i have to make a decision like that i always choose Black.....,0
I`m suffering from restless legs and butt syndrome.,suffering legs,2
 hey when are you next in the UK?, hey when are you next in the UK?,0
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,hope nice relaxing hope wishing best,1
Has got to go to work with a slight hangover gd nite thou,Has got to go to work with a slight hangover gd nite thou,0
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,HAPPY READ,1
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",arms burnt mouth coming,2
staying home because I`m badass.,ELLE EST BONNE SA MERE,1
 Really bad ones are also classic., Really bad ones are also classic.,0
I want it to be summer. NOW. why is it sprinkling STILL!?!?,summer,2
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,Birthday weekend find WTF thats wanted birthday,2
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,maybe,2
wake~n~bake monday,wake~n~bake monday,0
" I can`t say I`ve tried, but then again, I haven`t tried with a sword either   Not yet, anyway."," I can`t say I`ve tried, but then again, I haven`t tried with a sword either   Not yet, anyway.",0
This weekend has been probably the best and there is still another day to go!!,weekend probably best another,1
 TestFest was weer een groot succes,ELLE EST BONNE SA MERE,1
No pool today.   Stupid weather.,Stupid weather,2
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,0
 he not getting off early?, he not getting off early?,0
I`m going to estonia!  woohoo!!,I`m going to estonia!  woohoo!!,0
_stjohn That`s what we hope for!,_stjohn That`s what we hope for!,0
I meant looking like a tiger - stupid predictive text,looking like stupid,2
just finished playing mahjong. I lost $38 to Mag and Weisheng!,finished playing lost,2
My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!,My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!,0
thanks to  and i`m now on twitter!,twitter,1
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,oh bored almost days til leave,2
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,may try stop gotta God bless,1
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",miss rest life,2
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],help feel,2
I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,0
ipod died today,ipod died,2
 is new van a nice one,nice,1
Birthday girl in the house!! Tweet tweet suckas,Birthday girl house Tweet tweet,2
My fingers hurt,hurt,2
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,Following fans good meet,1
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",old slow laptop Ive lets,2
_ess Since T will be away - COME TO TUCSON!!!,_ess Since T will be away - COME TO TUCSON!!!,0
